code,insurance_company,encounters_billed,units_billed,units_per_encounter,insurance_billed_amount,billed_per_encounter
99497,AETNA - PPO,5,5,1.0,825.0,165.0
99305,AETNA - PPO,4,4,1.0,1040.0,260.0
99348,AETNA - PPO,2,2,1.0,340.0,170.0
G8510,AETNA - PPO,1,1,1.0,0.01,0.01
99307,AETNA - PPO,1,1,1.0,90.0,90.0
99350,AETNA - PPO,1,1,1.0,355.0,355.0
99304,AETNA - PPO,1,1,1.0,180.0,180.0
99309,AETNA SSI,164,164,1.0,30340.0,185.0
99308,AETNA SSI,63,63,1.0,8820.0,140.0
99310,AETNA SSI,16,16,1.0,4320.0,270.0
99306,AETNA SSI,12,12,1.0,3960.0,330.0
99316,AETNA SSI,8,8,1.0,1680.0,210.0
99349,AETNA SSI,8,8,1.0,2040.0,255.0
99348,AETNA SSI,8,8,1.0,1360.0,170.0
99305,AETNA SSI,4,4,1.0,1040.0,260.0
99315,AETNA SSI,3,3,1.0,435.0,145.0
99497,AETNA SSI,3,3,1.0,495.0,165.0
G8754,AETNA SSI,2,2,1.0,0.02,0.01
99350,AETNA SSI,2,2,1.0,710.0,355.0
G8752,AETNA SSI,2,2,1.0,0.02,0.01
G8510,AETNA SSI,1,1,1.0,0.01,0.01
99309,ALIGNMENT HEALTH CARE,5,5,1.0,925.0,185.0
99308,ALIGNMENT HEALTH CARE,3,3,1.0,420.0,140.0
99308,ALIGN SENIOR CARE OF VIRGINIA,2,2,1.0,280.0,140.0
99349,AMA INSURANCE,1,1,1.0,255.0,255.0
99308,AMERICAN REPUBLIC INSURANCE (MAP),5,5,1.0,700.0,140.0
99309,AMERICAN REPUBLIC INSURANCE (MAP),2,2,1.0,370.0,185.0
99309,AMERICO FINANCIAL LIFE & ANNUITY INSURANCE COMPANY,2,2,1.0,370.0,185.0
99308,AMERICO FINANCIAL LIFE & ANNUITY INSURANCE COMPANY,1,1,1.0,140.0,140.0
99308,AMERIGROUP CORPORATION,1,1,1.0,140.0,140.0
99308,AMERIGROUP/WELLPOINT,2,2,1.0,280.0,140.0
99310,AMERIGROUP/WELLPOINT,1,1,1.0,270.0,270.0
99309,ANTHEM BLUE CROSS,571,571,1.0,105635.0,185.0
99308,ANTHEM BLUE CROSS,196,196,1.0,27440.0,140.0
99310,ANTHEM BLUE CROSS,49,49,1.0,13230.0,270.0
99306,ANTHEM BLUE CROSS,39,39,1.0,12870.0,330.0
99316,ANTHEM BLUE CROSS,23,23,1.0,4830.0,210.0
99349,ANTHEM BLUE CROSS,17,17,1.0,4335.0,255.0
99305,ANTHEM BLUE CROSS,14,14,1.0,3640.0,260.0
99350,ANTHEM BLUE CROSS,13,13,1.0,4615.0,355.0
99348,ANTHEM BLUE CROSS,6,6,1.0,1020.0,170.0
99497,ANTHEM BLUE CROSS,4,4,1.0,660.0,165.0
99315,ANTHEM BLUE CROSS,4,4,1.0,580.0,145.0
G8510,ANTHEM BLUE CROSS,2,2,1.0,0.02,0.01
G8752,ANTHEM BLUE CROSS,2,2,1.0,0.02,0.01
G8754,ANTHEM BLUE CROSS,2,2,1.0,0.02,0.01
99309,ANTHEM HEALTHKEEPERS PLUS,7,7,1.0,1295.0,185.0
99308,ANTHEM HEALTHKEEPERS PLUS,2,2,1.0,280.0,140.0
99316,ANTHEM HEALTHKEEPERS PLUS,1,1,1.0,210.0,210.0
99309,APPALACHIAN AGENCY FOR SENIOR CITIZENS - PAPER,4,4,1.0,740.0,185.0
99308,APPALACHIAN AGENCY FOR SENIOR CITIZENS - PAPER,1,1,1.0,140.0,140.0
99310,ARKANSAS BLUE SHIELD,1,1,1.0,270.0,270.0
99306,ARKANSAS BLUE SHIELD,1,1,1.0,330.0,330.0
99309,ARKANSAS MEDICAID,1,1,1.0,185.0,185.0
99350,BANKERS FIDELITY,1,1,1.0,355.0,355.0
99309,BANKERS LIFE AND CASUALTY,3,3,1.0,555.0,185.0
99349,BANKERS LIFE AND CASUALTY,1,1,1.0,255.0,255.0
99350,BCBS OF WESTERN NEW YORK MEDICAID / CHP,1,1,1.0,355.0,355.0
99308,BLUE CROSS BLUE SHIELD OF MASSACHUSETTS,3,3,1.0,420.0,140.0
99309,BLUE CROSS BLUE SHIELD OF MASSACHUSETTS,3,3,1.0,555.0,185.0
99309,CALIFORNIA BLUE SHIELD,1,1,1.0,185.0,185.0
99309,CAREFIRST ADMINISTRATORS / NCAS,22,22,1.0,4070.0,185.0
99308,CAREFIRST ADMINISTRATORS / NCAS,6,6,1.0,840.0,140.0
99310,CAREFIRST ADMINISTRATORS / NCAS,3,3,1.0,810.0,270.0
99349,CAREFIRST ADMINISTRATORS / NCAS,1,1,1.0,255.0,255.0
99310,CARE IMPROVEMENT PLUS SOUTH CENTRAL INS. CO.,1,1,1.0,270.0,270.0
99308,CARE IMPROVEMENT PLUS SOUTH CENTRAL INS. CO.,1,1,1.0,140.0,140.0
99309,CARE IMPROVEMENT PLUS SOUTH CENTRAL INS. CO.,1,1,1.0,185.0,185.0
99309,CAROLINA COMPLETE HEALTH CARE,10,10,1.0,1850.0,185.0
99308,CAROLINA COMPLETE HEALTH CARE,4,4,1.0,560.0,140.0
99310,CAROLINA COMPLETE HEALTH CARE,2,2,1.0,540.0,270.0
99309,CHAMPVA - HAC,65,65,1.0,12025.0,185.0
99308,CHAMPVA - HAC,15,15,1.0,2100.0,140.0
99310,CHAMPVA - HAC,5,5,1.0,1350.0,270.0
99316,CHAMPVA - HAC,4,4,1.0,840.0,210.0
99306,CHAMPVA - HAC,3,3,1.0,990.0,330.0
99349,CHAMPVA - HAC,2,2,1.0,510.0,255.0
99309,"CHCS SERVICES, INC.",6,6,1.0,1110.0,185.0
99310,"CHCS SERVICES, INC.",2,2,1.0,540.0,270.0
99305,"CHCS SERVICES, INC.",1,1,1.0,260.0,260.0
99309,CIGNA HEALTHSPRING,5,5,1.0,925.0,185.0
99309,CIGNA PPO,33,33,1.0,6105.0,185.0
99310,CIGNA PPO,6,6,1.0,1620.0,270.0
99306,CIGNA PPO,2,2,1.0,660.0,330.0
99308,CIGNA PPO,2,2,1.0,280.0,140.0
99316,CIGNA PPO,2,2,1.0,420.0,210.0
99349,CIGNA PPO,1,1,1.0,255.0,255.0
99309,CLEAR SPRING HEALTH,3,3,1.0,555.0,185.0
99308,CLEAR SPRING HEALTH,1,1,1.0,140.0,140.0
99309,COLONIAL PENN LIFE INSURANCE COMPANY,1,1,1.0,185.0,185.0
99309,DEN-PIPELINE INDUSTRY BENEFIT FUND,8,8,1.0,1480.0,185.0
G8752,DEN-PIPELINE INDUSTRY BENEFIT FUND,1,1,1.0,0.01,0.01
G8754,DEN-PIPELINE INDUSTRY BENEFIT FUND,1,1,1.0,0.01,0.01
99308,DEN-PIPELINE INDUSTRY BENEFIT FUND,1,1,1.0,140.0,140.0
99308,DEVOTED HEALTH,2,2,1.0,280.0,140.0
99309,DEVOTED HEALTH,2,2,1.0,370.0,185.0
99310,DEVOTED HEALTH,1,1,1.0,270.0,270.0
99315,DEVOTED HEALTH,1,1,1.0,145.0,145.0
99308,EAST CAROLINA BEHAVIORAL HEALTH,3,3,1.0,420.0,140.0
99309,EAST CAROLINA BEHAVIORAL HEALTH,1,1,1.0,185.0,185.0
99310,EAST CAROLINA BEHAVIORAL HEALTH,1,1,1.0,270.0,270.0
99309,EVERENCE,2,2,1.0,370.0,185.0
99316,EVERENCE,1,1,1.0,210.0,210.0
99310,FLORIDA BLUE SHIELD,1,1,1.0,270.0,270.0
99309,FLORIDA MEDICAID,3,3,1.0,555.0,185.0
99309,GENERIC PAYER (AUTO-FORWARDED),22,22,1.0,4070.0,185.0
99308,GENERIC PAYER (AUTO-FORWARDED),5,5,1.0,700.0,140.0
99310,GENERIC PAYER (AUTO-FORWARDED),4,4,1.0,1080.0,270.0
99305,GENERIC PAYER (AUTO-FORWARDED),2,2,1.0,520.0,260.0
99349,GENERIC PAYER (AUTO-FORWARDED),1,1,1.0,255.0,255.0
99497,GENERIC PAYER (AUTO-FORWARDED),1,1,1.0,165.0,165.0
99316,GENERIC PAYER (AUTO-FORWARDED),1,1,1.0,210.0,210.0
99309,GEORGIA BLUE SHIELD,6,6,1.0,1110.0,185.0
99310,GEORGIA BLUE SHIELD,2,2,1.0,540.0,270.0
99306,GEORGIA BLUE SHIELD,2,2,1.0,660.0,330.0
99308,GHI (GROUP HEALTH INC.),4,4,1.0,560.0,140.0
99309,GHI (GROUP HEALTH INC.),3,3,1.0,555.0,185.0
99310,GHI (GROUP HEALTH INC.),1,1,1.0,270.0,270.0
99309,GLOBE LIFE INSURANCE CO OF NEW YORK,7,7,1.0,1295.0,185.0
99316,GLOBE LIFE INSURANCE CO OF NEW YORK,1,1,1.0,210.0,210.0
99309,GREAT SOUTHERN LIFE (MEDICARE SUPP),6,6,1.0,1110.0,185.0
99308,GREAT SOUTHERN LIFE (MEDICARE SUPP),2,2,1.0,280.0,140.0
99308,GREEK CATHOLIC UNION,3,3,1.0,420.0,140.0
99309,GREEK CATHOLIC UNION,2,2,1.0,370.0,185.0
99305,GREEK CATHOLIC UNION,1,1,1.0,260.0,260.0
99316,GREEK CATHOLIC UNION,1,1,1.0,210.0,210.0
99310,GREEK CATHOLIC UNION,1,1,1.0,270.0,270.0
99309,HEALTH CARE SERVICE CORPORATION DBA BCBS OF IL,3,3,1.0,555.0,185.0
99316,HEALTH CARE SERVICE CORPORATION DBA BCBS OF IL,1,1,1.0,210.0,210.0
99310,HEALTH CARE SERVICE CORPORATION DBA BCBS OF IL,1,1,1.0,270.0,270.0
99305,HEALTH CARE SERVICE CORPORATION DBA BCBS OF IL,1,1,1.0,260.0,260.0
99309,HEALTHKEEPERS INC.,6,6,1.0,1110.0,185.0
99308,HEALTHKEEPERS INC.,1,1,1.0,140.0,140.0
99306,HEALTHKEEPERS INC.,1,1,1.0,330.0,330.0
99316,HEALTHKEEPERS INC.,1,1,1.0,210.0,210.0
99309,HEALTHTEAM ADVANTAGE,33,33,1.0,6105.0,185.0
99308,HEALTHTEAM ADVANTAGE,4,4,1.0,560.0,140.0
99310,HEALTHTEAM ADVANTAGE,1,1,1.0,270.0,270.0
99316,HEALTHTEAM ADVANTAGE,1,1,1.0,210.0,210.0
99306,HEALTHTEAM ADVANTAGE,1,1,1.0,330.0,330.0
99309,HEALTHY BLUE NORTH CAROLINA,21,21,1.0,3885.0,185.0
99310,HEALTHY BLUE NORTH CAROLINA,1,1,1.0,270.0,270.0
99308,HEALTHY BLUE NORTH CAROLINA,1,1,1.0,140.0,140.0
99309,HORIZON BLUE SHIELD OF NEW JERSEY,6,6,1.0,1110.0,185.0
99308,HORIZON BLUE SHIELD OF NEW JERSEY,1,1,1.0,140.0,140.0
99309,HUMANA,1417,1417,1.0,262145.0,185.0
99308,HUMANA,430,430,1.0,60200.0,140.0
99310,HUMANA,163,163,1.0,44010.0,270.0
99306,HUMANA,102,102,1.0,33660.0,330.0
99316,HUMANA,44,44,1.0,9240.0,210.0
99315,HUMANA,20,20,1.0,2900.0,145.0
99305,HUMANA,16,16,1.0,4160.0,260.0
99349,HUMANA,16,16,1.0,4080.0,255.0
99497,HUMANA,9,9,1.0,1485.0,165.0
99348,HUMANA,8,8,1.0,1360.0,170.0
G8510,HUMANA,4,4,1.0,0.04,0.01
G8752,HUMANA,1,1,1.0,0.01,0.01
G0317,HUMANA,1,1,1.0,65.0,65.0
99350,HUMANA,1,1,1.0,355.0,355.0
99307,HUMANA,1,1,1.0,90.0,90.0
51702,HUMANA,1,1,1.0,125.0,125.0
20610,HUMANA,1,1,1.0,135.0,135.0
G8754,HUMANA,1,1,1.0,0.01,0.01
99309,ILLUMIFIN CORPORATION,27,27,1.0,4995.0,185.0
99308,ILLUMIFIN CORPORATION,6,6,1.0,840.0,140.0
99305,ILLUMIFIN CORPORATION,3,3,1.0,780.0,260.0
99310,ILLUMIFIN CORPORATION,2,2,1.0,540.0,270.0
99316,ILLUMIFIN CORPORATION,1,1,1.0,210.0,210.0
G8752,ILLUMIFIN CORPORATION,1,1,1.0,0.01,0.01
G8754,ILLUMIFIN CORPORATION,1,1,1.0,0.01,0.01
99309,INDIANA BLUE SHIELD,6,6,1.0,1110.0,185.0
99310,INDIANA BLUE SHIELD,1,1,1.0,270.0,270.0
99310,INDIANA MEDICAID,1,1,1.0,270.0,270.0
99349,IOWA BLUE SHIELD,1,1,1.0,255.0,255.0
99309,LIFEWORKS ADVANTAGE (ISNP PLAN),125,125,1.0,23125.0,185.0
99308,LIFEWORKS ADVANTAGE (ISNP PLAN),55,55,1.0,7700.0,140.0
99310,LIFEWORKS ADVANTAGE (ISNP PLAN),7,7,1.0,1890.0,270.0
99316,LIFEWORKS ADVANTAGE (ISNP PLAN),3,3,1.0,630.0,210.0
99305,LIFEWORKS ADVANTAGE (ISNP PLAN),3,3,1.0,780.0,260.0
99497,LIFEWORKS ADVANTAGE (ISNP PLAN),2,2,1.0,330.0,165.0
99315,LIFEWORKS ADVANTAGE (ISNP PLAN),1,1,1.0,145.0,145.0
99309,LONGEVITY HEALTH PLAN OF NORTH CAROLINA,1,1,1.0,185.0,185.0
99308,LONGEVITY HEALTH PLAN OF NORTH CAROLINA,1,1,1.0,140.0,140.0
99309,LOYAL AMERICAN LIFE INSURANCE/MEDICARE SUPPLEMENT,72,72,1.0,13320.0,185.0
99308,LOYAL AMERICAN LIFE INSURANCE/MEDICARE SUPPLEMENT,25,25,1.0,3500.0,140.0
99310,LOYAL AMERICAN LIFE INSURANCE/MEDICARE SUPPLEMENT,8,8,1.0,2160.0,270.0
99306,LOYAL AMERICAN LIFE INSURANCE/MEDICARE SUPPLEMENT,4,4,1.0,1320.0,330.0
99497,LOYAL AMERICAN LIFE INSURANCE/MEDICARE SUPPLEMENT,2,2,1.0,330.0,165.0
99305,LOYAL AMERICAN LIFE INSURANCE/MEDICARE SUPPLEMENT,2,2,1.0,520.0,260.0
99316,LOYAL AMERICAN LIFE INSURANCE/MEDICARE SUPPLEMENT,2,2,1.0,420.0,210.0
G8754,LOYAL AMERICAN LIFE INSURANCE/MEDICARE SUPPLEMENT,1,1,1.0,0.01,0.01
G8752,LOYAL AMERICAN LIFE INSURANCE/MEDICARE SUPPLEMENT,1,1,1.0,0.01,0.01
G8510,LOYAL AMERICAN LIFE INSURANCE/MEDICARE SUPPLEMENT,1,1,1.0,0.01,0.01
99309,MAGELLAN COMPLETE CARE OF VIRGINIA MEDICARE,62,62,1.0,11470.0,185.0
99308,MAGELLAN COMPLETE CARE OF VIRGINIA MEDICARE,21,21,1.0,2940.0,140.0
99306,MAGELLAN COMPLETE CARE OF VIRGINIA MEDICARE,3,3,1.0,990.0,330.0
99315,MAGELLAN COMPLETE CARE OF VIRGINIA MEDICARE,2,2,1.0,290.0,145.0
99310,MAGELLAN COMPLETE CARE OF VIRGINIA MEDICARE,1,1,1.0,270.0,270.0
99309,MANHATTANLIFE INSURANCE & ANNUITY COMPANY,11,11,1.0,2035.0,185.0
99310,MANHATTANLIFE INSURANCE & ANNUITY COMPANY,3,3,1.0,810.0,270.0
99497,MANHATTANLIFE INSURANCE & ANNUITY COMPANY,2,2,1.0,330.0,165.0
99306,MANHATTANLIFE INSURANCE & ANNUITY COMPANY,2,2,1.0,660.0,330.0
99350,MCS ADVANTAGE INC - PAPER,1,1,1.0,355.0,355.0
99309,MEDICO INSURANCE COMPANY,36,36,1.0,6660.0,185.0
99308,MEDICO INSURANCE COMPANY,18,18,1.0,2520.0,140.0
99310,MEDICO INSURANCE COMPANY,5,5,1.0,1350.0,270.0
99306,MEDICO INSURANCE COMPANY,3,3,1.0,990.0,330.0
99305,MEDICO INSURANCE COMPANY,3,3,1.0,780.0,260.0
99316,MEDICO INSURANCE COMPANY,2,2,1.0,420.0,210.0
99348,MEDICO INSURANCE COMPANY,1,1,1.0,170.0,170.0
99349,MEDICO INSURANCE COMPANY,1,1,1.0,255.0,255.0
99309,MERIDIAN PACE SOLUTIONS,37,37,1.0,6845.0,185.0
99308,MERIDIAN PACE SOLUTIONS,10,10,1.0,1400.0,140.0
99306,MERIDIAN PACE SOLUTIONS,3,3,1.0,990.0,330.0
99310,MERIDIAN PACE SOLUTIONS,2,2,1.0,540.0,270.0
99305,MERIDIAN PACE SOLUTIONS,1,1,1.0,260.0,260.0
99309,MICHIGAN BLUE SHIELD,5,5,1.0,925.0,185.0
99310,MICHIGAN BLUE SHIELD,2,2,1.0,540.0,270.0
99497,MICHIGAN BLUE SHIELD,1,1,1.0,165.0,165.0
99308,MICHIGAN BLUE SHIELD,1,1,1.0,140.0,140.0
99316,MICHIGAN BLUE SHIELD,1,1,1.0,210.0,210.0
99309,MOLINA COMPLETE CARE OF VIRGINIA,75,75,1.0,13875.0,185.0
99308,MOLINA COMPLETE CARE OF VIRGINIA,33,33,1.0,4620.0,140.0
99307,MOLINA COMPLETE CARE OF VIRGINIA,8,8,1.0,720.0,90.0
99306,MOLINA COMPLETE CARE OF VIRGINIA,7,7,1.0,2310.0,330.0
99310,MOLINA COMPLETE CARE OF VIRGINIA,4,4,1.0,1080.0,270.0
99305,MOLINA COMPLETE CARE OF VIRGINIA,2,2,1.0,520.0,260.0
99315,MOLINA COMPLETE CARE OF VIRGINIA,1,1,1.0,145.0,145.0
99309,MUTUAL OF OMAHA,260,260,1.0,48100.0,185.0
99308,MUTUAL OF OMAHA,88,88,1.0,12320.0,140.0
99310,MUTUAL OF OMAHA,27,27,1.0,7290.0,270.0
99306,MUTUAL OF OMAHA,16,16,1.0,5280.0,330.0
99305,MUTUAL OF OMAHA,10,10,1.0,2600.0,260.0
99316,MUTUAL OF OMAHA,8,8,1.0,1680.0,210.0
99349,MUTUAL OF OMAHA,7,7,1.0,1785.0,255.0
99315,MUTUAL OF OMAHA,3,3,1.0,435.0,145.0
99497,MUTUAL OF OMAHA,2,2,1.0,330.0,165.0
99348,MUTUAL OF OMAHA,2,2,1.0,340.0,170.0
G8752,MUTUAL OF OMAHA,1,1,1.0,0.01,0.01
99350,MUTUAL OF OMAHA,1,1,1.0,355.0,355.0
G8754,MUTUAL OF OMAHA,1,1,1.0,0.01,0.01
99309,NATIONAL ASSOCIATION OF LETTER CARRIERS,8,8,1.0,1480.0,185.0
99308,NATIONAL ASSOCIATION OF LETTER CARRIERS,1,1,1.0,140.0,140.0
99305,NATIONAL ASSOCIATION OF LETTER CARRIERS,1,1,1.0,260.0,260.0
G8510,NATIONAL ASSOCIATION OF LETTER CARRIERS,1,1,1.0,0.01,0.01
99309,NATIONAL ELEVATOR INDUSTRY BENEFIT PLAN (NEIB),2,2,1.0,370.0,185.0
99306,NATIONAL ELEVATOR INDUSTRY BENEFIT PLAN (NEIB),1,1,1.0,330.0,330.0
G8752,NATIONAL ELEVATOR INDUSTRY BENEFIT PLAN (NEIB),1,1,1.0,0.01,0.01
G8754,NATIONAL ELEVATOR INDUSTRY BENEFIT PLAN (NEIB),1,1,1.0,0.01,0.01
99310,NATIONAL ELEVATOR INDUSTRY BENEFIT PLAN (NEIB),1,1,1.0,270.0,270.0
99309,NEW HAMPSHIRE HEALTHY FAMILIES,1,1,1.0,185.0,185.0
99309,NEW YORK BLUE SHIELD  CENTRAL REGION,3,3,1.0,555.0,185.0
99306,NEW YORK BLUE SHIELD  CENTRAL REGION,1,1,1.0,330.0,330.0
99310,NEW YORK BLUE SHIELD  CENTRAL REGION,1,1,1.0,270.0,270.0
99309,NF-STATE FARM & PI ONLY,18,18,1.0,3330.0,185.0
99308,NF-STATE FARM & PI ONLY,8,8,1.0,1120.0,140.0
99306,NF-STATE FARM & PI ONLY,2,2,1.0,660.0,330.0
99316,NF-STATE FARM & PI ONLY,1,1,1.0,210.0,210.0
99310,NF-STATE FARM & PI ONLY,1,1,1.0,270.0,270.0
99349,NF-STATE FARM & PI ONLY,1,1,1.0,255.0,255.0
99309,NORTH CAROLINA BLUE SHIELD,388,388,1.0,71780.0,185.0
99310,NORTH CAROLINA BLUE SHIELD,55,55,1.0,14850.0,270.0
99308,NORTH CAROLINA BLUE SHIELD,42,42,1.0,5880.0,140.0
99306,NORTH CAROLINA BLUE SHIELD,22,22,1.0,7260.0,330.0
99316,NORTH CAROLINA BLUE SHIELD,16,16,1.0,3360.0,210.0
99497,NORTH CAROLINA BLUE SHIELD,8,8,1.0,1320.0,165.0
G0317,NORTH CAROLINA BLUE SHIELD,1,1,1.0,65.0,65.0
33993,NORTH CAROLINA BLUE SHIELD,1,1,1.0,315.0,315.0
99309,NORTH CAROLINA MEDICAID,867,867,1.0,160395.0,185.0
99308,NORTH CAROLINA MEDICAID,173,173,1.0,24220.0,140.0
99310,NORTH CAROLINA MEDICAID,79,79,1.0,21330.0,270.0
99306,NORTH CAROLINA MEDICAID,18,18,1.0,5940.0,330.0
99497,NORTH CAROLINA MEDICAID,7,7,1.0,1155.0,165.0
99315,NORTH CAROLINA MEDICAID,6,6,1.0,870.0,145.0
99316,NORTH CAROLINA MEDICAID,4,4,1.0,840.0,210.0
G0317,NORTH CAROLINA MEDICAID,1,1,1.0,65.0,65.0
99305,NORTH CAROLINA MEDICAID,1,1,1.0,260.0,260.0
99349,NORTH CAROLINA MEDICAID,1,1,1.0,255.0,255.0
99309,NORTH CAROLINA MEDICARE,1544,1544,1.0,285640.0,185.0
99308,NORTH CAROLINA MEDICARE,252,252,1.0,35280.0,140.0
99310,NORTH CAROLINA MEDICARE,206,206,1.0,55620.0,270.0
99497,NORTH CAROLINA MEDICARE,45,45,1.0,7425.0,165.0
99306,NORTH CAROLINA MEDICARE,44,44,1.0,14520.0,330.0
99316,NORTH CAROLINA MEDICARE,37,37,1.0,7770.0,210.0
99315,NORTH CAROLINA MEDICARE,8,8,1.0,1160.0,145.0
G0317,NORTH CAROLINA MEDICARE,2,2,1.0,130.0,65.0
99498,NORTH CAROLINA MEDICARE,1,1,1.0,145.0,145.0
33993,NORTH CAROLINA MEDICARE,1,1,1.0,315.0,315.0
99305,NORTH CAROLINA MEDICARE,1,1,1.0,260.0,260.0
99308,OHIO BLUE SHIELD,6,6,1.0,840.0,140.0
99309,OHIO BLUE SHIELD,5,5,1.0,925.0,185.0
99309,OPTIMA FAMILY CARE,123,123,1.0,22755.0,185.0
99308,OPTIMA FAMILY CARE,54,54,1.0,7560.0,140.0
99307,OPTIMA FAMILY CARE,6,6,1.0,540.0,90.0
99310,OPTIMA FAMILY CARE,2,2,1.0,540.0,270.0
69210,OPTIMA FAMILY CARE,1,1,1.0,100.0,100.0
99306,OPTIMA FAMILY CARE,1,1,1.0,330.0,330.0
99305,OPTIMA FAMILY CARE,1,1,1.0,260.0,260.0
99309,OPTIMA HEALTH PLANS,287,287,1.0,53095.0,185.0
99308,OPTIMA HEALTH PLANS,159,159,1.0,22260.0,140.0
99306,OPTIMA HEALTH PLANS,13,13,1.0,4290.0,330.0
99310,OPTIMA HEALTH PLANS,12,12,1.0,3240.0,270.0
99316,OPTIMA HEALTH PLANS,6,6,1.0,1260.0,210.0
99349,OPTIMA HEALTH PLANS,4,4,1.0,1020.0,255.0
99305,OPTIMA HEALTH PLANS,2,2,1.0,520.0,260.0
99307,OPTIMA HEALTH PLANS,2,2,1.0,180.0,90.0
99315,OPTIMA HEALTH PLANS,1,1,1.0,145.0,145.0
G8754,OPTIMA HEALTH PLANS,1,1,1.0,0.01,0.01
G8752,OPTIMA HEALTH PLANS,1,1,1.0,0.01,0.01
99348,OPTIMA HEALTH PLANS,1,1,1.0,170.0,170.0
99309,OPTUMCARE,21,21,1.0,3885.0,185.0
99308,OPTUMCARE,8,8,1.0,1120.0,140.0
99306,OPTUMCARE,3,3,1.0,990.0,330.0
99310,OPTUMCARE,2,2,1.0,540.0,270.0
99315,OPTUMCARE,1,1,1.0,145.0,145.0
99309,PIPELINE INDUSTRY BENEFIT FUND - PAPER,1,1,1.0,185.0,185.0
99305,PIPELINE INDUSTRY BENEFIT FUND - PAPER,1,1,1.0,260.0,260.0
99309,PRINCIPAL LIFE MEDICARE SUPPLEMENT,1,1,1.0,185.0,185.0
99309,RETIRED RAILROAD MEDICARE,44,44,1.0,8140.0,185.0
99308,RETIRED RAILROAD MEDICARE,13,13,1.0,1820.0,140.0
99310,RETIRED RAILROAD MEDICARE,9,9,1.0,2430.0,270.0
99306,RETIRED RAILROAD MEDICARE,3,3,1.0,990.0,330.0
99305,RETIRED RAILROAD MEDICARE,2,2,1.0,520.0,260.0
99497,RETIRED RAILROAD MEDICARE,2,2,1.0,330.0,165.0
99316,RETIRED RAILROAD MEDICARE,1,1,1.0,210.0,210.0
99350,RETIRED RAILROAD MEDICARE,1,1,1.0,355.0,355.0
99349,RETIRED RAILROAD MEDICARE,1,1,1.0,255.0,255.0
99309,SAMBA,3,3,1.0,555.0,185.0
99308,SAMBA,2,2,1.0,280.0,140.0
99306,SAMBA,1,1,1.0,330.0,330.0
99310,SAMBA,1,1,1.0,270.0,270.0
99350,SAMBA,1,1,1.0,355.0,355.0
99309,SEAFARERS & HEALTH BENEFITS PLAN,3,3,1.0,555.0,185.0
99308,SEAFARERS & HEALTH BENEFITS PLAN,1,1,1.0,140.0,140.0
99309,SENTARA HEALTH MANAGEMENT,211,211,1.0,39035.0,185.0
99308,SENTARA HEALTH MANAGEMENT,95,95,1.0,13300.0,140.0
99306,SENTARA HEALTH MANAGEMENT,28,28,1.0,9240.0,330.0
99310,SENTARA HEALTH MANAGEMENT,15,15,1.0,4050.0,270.0
